avg_data_time,avg_fb_time,avg_opt_time,avg_step_time,grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,seg_ce,seg_ce_q0,seg_ce_q1,seg_ce_q2,seg_ce_q3,seg_dice,seg_dice_q0,seg_dice_q1,seg_dice_q2,seg_dice_q3,seg_focal,seg_focal_q0,seg_focal_q1,seg_focal_q2,seg_focal_q3,seg_presence,seg_presence_q0,seg_presence_q1,seg_presence_q2,seg_presence_q3,step
4.3307578563690186,1.4594824314117432,0.33986949920654297,1.8826828002929688,0.9999995787261878,1.680984616279602,1.9134443203608194,1.783578872680664,1.6354761123657227,1.4294963280359905,1.0002959966659546,0.9988726377487183,1.0010507106781006,1.000698208808899,1.0013336340586343,249.76522950293617,8,0.6921666860580444,0.20918559034665424,0.6274852752685547,1.0947363376617432,1.062518318494161,0.9705328345298767,0.9552541573842366,0.9850035309791565,0.9585603475570679,0.9849787751833599,0.40959179401397705,0.40959179401397705,0.40959179401397705,0.40959179401397705,0.40959179401397705,0.46210798621177673,0.46210798621177673,0.46210798621177673,0.46210798621177673,0.46210798621177673,0
0.0006498074531555175,0.4602103900909424,0.16298652648925782,0.6738462853431701,0.9999994970537729,1.5578088498115537,1.8053845786580853,1.6443805813789367,1.5425844852206771,1.2387195694446564,0.8805801498889922,0.8870477392977361,0.8736275340381419,0.8826037477521059,0.8785038730502127,249.77155997689763,808,0.5895175018906602,0.18587878682449752,0.3641962161973904,0.7907295386189392,1.0080358237028113,0.9788740909099581,0.9693661635997243,0.9756114743257822,0.9846049309934225,0.9857688793539998,0.3361305564641951,0.300624030843085,0.3132497769437338,0.3581377949963493,0.3714164974540471,0.5714369516074664,0.5544062058861349,0.5626145305602182,0.5894737350709232,0.5786117252707486,100
0.0006296229362487793,0.4755357217788696,0.15167547941207885,0.6762888216972351,0.9999994466129248,1.2585673451423653,1.5242747597578106,1.3160943140154289,1.2003639121513585,0.953252379247483,0.6466045451164247,0.6676013362116929,0.6380126217137204,0.6390159995542408,0.6413650401729215,249.79422002965322,1608,0.44777497723698617,0.17148249905283844,0.27238184207159555,0.6027889218034052,0.817684078470189,0.9760961198806765,0.9685372402028338,0.9719070284262946,0.9810638771218766,0.9847863592365949,0.2374333240836857,0.21570071901490062,0.2233038223308065,0.2434028393383752,0.2727969689889157,0.2602627381309867,0.266058379466214,0.24848077268056246,0.26309676624118944,0.2656889221967855,200
0.02880788326263428,0.430906388759613,0.16769024848937988,0.6480199790000916,0.9999993297340596,1.0013354557752605,1.2704194502163964,1.0651877088725863,0.9413022768329565,0.730787156744206,0.45583981752395647,0.46750869145316454,0.45227432348918495,0.45378155131854886,0.45066668220022915,249.81881013578842,2408,0.33073804929852485,0.1595670317289651,0.18783243812025988,0.3846801504003051,0.6008818614039007,0.9696280932426453,0.9664309547152572,0.960205288560178,0.9716984825514852,0.981121361889738,0.15812525004148487,0.13493330043650464,0.1507210400252837,0.1611518684267439,0.18603019495593745,0.16208191085606813,0.16598774632939745,0.1587231200310827,0.15787812402830448,0.16678586639860202,300
0.0007286620140075684,0.4744230246543884,0.1648968505859375,0.6936757516860962,0.9999992314778866,0.8018872117996216,1.1082051088521758,0.8795939506486405,0.7161741213700199,0.5347653466263458,0.3073043608665468,0.322242962708185,0.3038239943426707,0.3030073076640208,0.3018645601409475,249.8429161912553,3208,0.24500016018748272,0.15589584942374915,0.13985430747270572,0.25103564076509677,0.4251554701031678,0.9625229400396349,0.964144745370844,0.950063580413197,0.9612885990093659,0.9750734427899265,0.09842201981693509,0.08710783343393717,0.09171095701844187,0.10168117184921634,0.11215304818592575,0.12437641065567744,0.13423528543745103,0.1170997140106075,0.12143897375610381,0.12600338351177542,400
0.028384811878204345,0.44563415050506594,0.16475112676620485,0.6637884736061096,0.9658484292954633,0.6700339755415922,0.9825230142920492,0.7344773930987132,0.556485953615672,0.39546782598651975,0.19321130707859993,0.21612943572122706,0.18611352045818708,0.18642226647381754,0.1830977440030887,249.8686282287933,4008,0.181754000261426,0.15548375616039073,0.12161367559402256,0.15699236769581315,0.29328052895237683,0.9532409566640849,0.961110690077722,0.942550735068076,0.9435887541343918,0.965286204911241,0.055473253671079865,0.051570734468059286,0.04941820204449988,0.056764496814700506,0.0641750800282214,0.09057222597766673,0.09632483316171504,0.09510626149911086,0.08513955089416526,0.08563068614698795,500
0.000767066478729248,0.46471659898757933,0.16668095350265502,0.6819644260406494,0.8055389984433168,0.5761869344115259,0.9113387754819928,0.6480002411401986,0.45433010094858756,0.300003388610024,0.11640026047825817,0.13847035404692581,0.10811911405272832,0.11038354464939663,0.1077002777646368,249.89342748121928,4808,0.1496533723175527,0.15812499777784625,0.11650124155595648,0.10699355415082337,0.21206504736955348,0.9466695648431775,0.9618060585943243,0.9423225372215442,0.9257624909795561,0.9559076620409124,0.03688985933549704,0.03453888288852808,0.034226987663595346,0.03585667080094515,0.04256939749197605,0.09210091131739315,0.10243573629306361,0.08927152431544554,0.08169915974415437,0.09450648557573847,600
0.02912435054779053,0.46634458303451537,0.15120689153671266,0.6723932838439941,0.6674126500183338,0.521922632753849,0.8670824726422633,0.601383368174235,0.39940594934128437,0.24020702550532635,0.0756865560263395,0.10099419107039764,0.06816469390383537,0.06679729064171383,0.0675568563725662,249.9128448336986,5608,0.13066091492772114,0.1581255400027984,0.11440212652087209,0.08052845893276708,0.16415950269610788,0.9389284598827363,0.961808494115487,0.9400254704204264,0.9080040612736267,0.9437229809937657,0.028561575049534445,0.027807224260117776,0.026119839025697877,0.026882995438535475,0.03298634255339424,0.08493925142567597,0.09889853463555948,0.07823749624452937,0.08590527188939012,0.07783917756104428,700
0.000815577507019043,0.47130335092544556,0.15562618017196655,0.6804062104225159,0.5335360639461797,0.5033595752716061,0.8337529187693314,0.5891914939760566,0.37596374985418823,0.21217316705823525,0.052102061174809935,0.06868424171618388,0.04817486816464961,0.04574930242409835,0.045366653929585964,249.93063174358429,6408,0.11955805785954,0.15844306371667816,0.11741481882393667,0.07188148651468124,0.12705811904968267,0.9315823382139206,0.9639884224709343,0.9434070554210907,0.9030948519706731,0.914426122886547,0.02465915327891707,0.0230258353940193,0.024055261164903644,0.024076429514312457,0.027384220402021923,0.07217465073656056,0.08581201721173388,0.07216423424472669,0.06850565468393097,0.062112618712112135,800
0.03365215539932251,0.4411492109298706,0.15223320960998535,0.6470085620880127,0.45722837910613373,0.49354304283857336,0.8180213665487751,0.5766038986461421,0.35406537126927123,0.19323028238971585,0.04236746575683354,0.056679979856334516,0.03955748663129397,0.03721662046653881,0.035613353447883994,249.94716587625788,7208,0.10617057234048838,0.15830356030914927,0.11591893981842076,0.06004518557872092,0.09016324071150818,0.9182956671714779,0.9627422174411032,0.9384204762241857,0.877929638113295,0.8918730479277923,0.018406678028404712,0.018504524218910072,0.01752823785441745,0.01704089478367852,0.020948803162181315,0.07054419091524322,0.08176108064933274,0.06742830001415294,0.06623232863660505,0.06665851238767054,900
