avg_data_time,avg_fb_time,avg_opt_time,avg_step_time,grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,seg_ce,seg_ce_q0,seg_ce_q1,seg_ce_q2,seg_ce_q3,seg_dice,seg_dice_q0,seg_dice_q1,seg_dice_q2,seg_dice_q3,seg_focal,seg_focal_q0,seg_focal_q1,seg_focal_q2,seg_focal_q3,seg_presence,seg_presence_q0,seg_presence_q1,seg_presence_q2,seg_presence_q3,step
4.132317543029785,1.1602044105529785,0.1789407730102539,1.4553873538970947,0.9999994510873106,1.6750237941741943,1.9872110486030579,1.8062230348587036,1.713988264401754,1.2387901544570923,1.0002408027648926,0.9987244009971619,1.0002176761627197,1.000414510567983,1.0015082359313965,249.7650574548392,8,0.6836991906166077,0.18094122409820557,0.5036999583244324,0.8145402272542317,1.0801951885223389,0.9857810735702515,0.9693838655948639,0.9770606756210327,0.9957261681556702,0.9916209578514099,0.3977896273136139,0.3977896273136139,0.3977896273136139,0.3977896273136139,0.3977896273136139,0.7091267108917236,0.7091267108917236,0.7091267108917236,0.7091267108917236,0.7091267108917236,0
0.0006238079071044922,0.40751259088516234,0.14750285148620607,0.6105958676338196,0.9999995043262659,1.5522245109081267,1.8004063713935108,1.6520132894563202,1.5530830588605669,1.2129152909833536,0.8777169477939605,0.8904146904586465,0.8800534759417615,0.876547815071212,0.86454743298949,249.7715841923044,808,0.5935715305805206,0.18851566514981696,0.3767134810585785,0.7737894306580225,1.0028503442905379,0.9788156861066812,0.9692116709806583,0.976919092754326,0.9821258446684588,0.9862364150431688,0.33969319298863415,0.2919565665946214,0.31491727234408434,0.36920304003137144,0.3780075884899316,0.60670025408268,0.5677192409833274,0.6179929725309407,0.6209912951345793,0.6163047155251307,100
0.0006306099891662597,0.45867507219314574,0.18651235103607178,0.6950886249542236,0.9999994340599642,1.2469464993476869,1.5040762016218012,1.3115560563834936,1.191810176901098,0.9394722477249479,0.6357773625850679,0.6532531807956095,0.6296813665209595,0.6272142501372212,0.6309726588104079,249.80049819479996,1608,0.45380876868963244,0.171713463111555,0.26156504806634573,0.5941027102043042,0.821209012490252,0.9756545698642731,0.9687519000001148,0.969636916147696,0.9806441650638037,0.9841717245138211,0.24163285605609416,0.22184520908822755,0.22963067852967498,0.2520932956545986,0.26519961873798303,0.29286602556705504,0.30629569924857525,0.27770194511961266,0.2748294731004618,0.312909533553149,200
0.03171337842941284,0.4332218503952026,0.17527225494384766,0.6580451393127441,0.9999993392647311,0.9834563392400745,1.2634692875114626,1.050035981205402,0.9255130208280102,0.707863775277749,0.44438725739717466,0.45819491147995023,0.43866030299833053,0.443666173225385,0.438257405238274,249.83140025584152,2408,0.3413913734257223,0.1618080128689071,0.18904795967289623,0.4063942739695454,0.6069389463999336,0.9686314976215366,0.9616968077582281,0.9615607555443639,0.9717249850337016,0.97954588669997,0.16426126431673777,0.14428141763484176,0.15156619861651374,0.17557126018062733,0.18483122002619948,0.16489310156553985,0.16662266326917172,0.15983719986055728,0.16154920564670322,0.17230695075331576,300
0.0006185436248779297,0.4636589741706848,0.1803383207321167,0.6934356021881104,0.9999992565611939,0.7996146202087405,1.116030414805028,0.8641484824277584,0.7010590979708958,0.5229484297652949,0.3002140246331692,0.323525649252661,0.29001257362338756,0.2946072825003621,0.2908010359200255,249.8594507285259,3208,0.2481037738919258,0.15779897549423558,0.13953141754461534,0.25645149139622564,0.42153376510357926,0.9625993418693549,0.9631536190543695,0.9550062963518043,0.9563723624642215,0.9743464462000045,0.09884511467069387,0.09299706469921147,0.09199886082929404,0.09953523844258107,0.10977881417667139,0.12980567882768806,0.1349866682690041,0.1266615835602504,0.12617351120310036,0.13072218016778694,400
0.03045083999633789,0.44493196964263915,0.16676483869552614,0.6626471328735352,0.9329247827223314,0.6664108312129978,0.9679214832259387,0.7325094714760781,0.5460050022367186,0.3886074777692557,0.18399220034480093,0.19920679926872242,0.17524084076285382,0.17983387395959782,0.1815217136526885,249.89124709301933,4008,0.17759501308202735,0.15569455013042544,0.12328192401820662,0.15214288550351057,0.29147272346460296,0.9533455449342729,0.9634400539281894,0.9467124039163953,0.9413563741251751,0.9628244599570401,0.052009937111288304,0.04866288373383085,0.0458634414333994,0.05143982092184683,0.06331619053431178,0.09679873188491914,0.10738210276723281,0.09331599030142224,0.09436797524063745,0.09162624719623552,500
0.0005833530426025391,0.4534787082672119,0.18870502948760987,0.6920696091651917,0.7589847174451884,0.5685480663180353,0.90292622424938,0.6416466569616678,0.44647597980040776,0.293122261376579,0.11127173855900767,0.13592181938192824,0.10346738731577289,0.10359763325406952,0.10389486047888058,249.91176360875917,4808,0.14626095868647096,0.15769190077113093,0.11631762051866162,0.10502313937132177,0.21209059339113176,0.9441791278123856,0.9625497460365295,0.9400509431248624,0.9259269274771211,0.9503518392384982,0.0358535319380462,0.033457095788978986,0.03313586427164932,0.033710449781770284,0.04346699168220395,0.08554451786912977,0.0898735335973835,0.07959067935035335,0.08262426329131885,0.09093070993383313,600
0.03180333852767944,0.4853434157371521,0.17328591108322144,0.7095311141014099,0.6294353457788441,0.5325542056560516,0.8434964028889665,0.6079417133069301,0.39519332934424506,0.23919028238435483,0.07008036524057387,0.08554858095094306,0.06529506115795496,0.0632745481598439,0.0632667168226074,249.93159702494432,5608,0.13413662090897555,0.15689447411058235,0.11884058442908325,0.08390338420477832,0.17026544878980032,0.9393880492448813,0.9623929680439467,0.9397380063821983,0.9159582385217958,0.9351985176004955,0.030065920958295456,0.028648587356305173,0.025329177707924956,0.029512107182118597,0.03655344741091361,0.08970670938026161,0.09533791447246219,0.07982372785253174,0.09499362022347785,0.08721921142031576,700
0.0006868910789489747,0.45521102905273436,0.16841054916381837,0.6741399693489075,0.5406993340855374,0.4986347565054894,0.8325319492758201,0.5834708808308442,0.36021560173856026,0.215430141450503,0.05102610591799023,0.06705976677645605,0.047021261054462735,0.044919620807233614,0.04484332308937346,249.94963465221662,6408,0.11464055694639683,0.15896464216298084,0.11643124367906639,0.06723386721248831,0.1175359740280188,0.9268499737977985,0.9630682289306747,0.9426234438629345,0.8937962922182952,0.9089609335630371,0.02277103018015623,0.022634262131903272,0.02090224943611133,0.0217806499308804,0.02582450745961604,0.07638824773253873,0.0856930317581985,0.07642095852305465,0.07487599113309962,0.06829018255050942,800
0.03092236042022705,0.46661736726760866,0.17400240659713745,0.6950706958770752,0.4188256781691326,0.47698027178645136,0.8053619840423469,0.5727687948706132,0.343022341164304,0.18909670404976386,0.0408246096596122,0.05348042523497858,0.03934338995910227,0.03572478714198163,0.034968641544054,249.96269857686426,7208,0.10258877582848072,0.15742553596569192,0.1157005931259972,0.05625126186721759,0.08229143649037111,0.9134479022026062,0.9611723876846621,0.9372812837067219,0.8788801180381398,0.8770812129611288,0.017896270640194428,0.01756500901871827,0.017457182127244685,0.016463559262417993,0.020161385057011833,0.05995427225847385,0.07454568933640003,0.05330042284978192,0.05462481469436953,0.057704413168532365,900
